,Code,Show Name,Location,Scene,geocodedLocation,latitude,longitude
0,/title/tt0072737/,,"Fort de Bellegarde, Le Perthus, France",(Mexican prison),"Fort de Bellegarde, Pont Levis, Els Assolanells, Le Perthus, Céret, Pyrénées-Orientales, Occitanie, France métropolitaine, 66480, France",42.4585592,2.8592134
1,/title/tt0072737/,,"Bavispe, Sonora, Mexico",,"Bavispe, Sonora, México",30.64958635,-109.07011790903056
2,/title/tt0072737/,,"Parral, Chihuahua, Mexico",,"Parral, Ciudad Juárez, Juárez, Chihuahua, 32625, México",31.7044778,-106.44261
3,/title/tt0072737/,,France,,France,46.603354,1.8883335
4,/title/tt0072737/,,"Hawkins Airfield, Lancaster, California, USA",(FBO for Bronson's character),,,
5,/title/tt7225386/,,"Gengenbach, Baden-Württemberg, Germany",(Weinfest),"Gengenbach, Verwaltungsgemeinschaft Gengenbach, Ortenaukreis, Baden-Württemberg, 77723, Deutschland",48.4035425,8.0153059
6,/title/tt7225386/,,Germany,,Deutschland,51.0834196,10.4234469
7,/title/tt7225386/,,"Baden-Baden, Baden-Württemberg, Germany","(Villa mit Whirlpool, Rebland)","Baden-Baden, Baden-Württemberg, 76530, Deutschland",48.7580777,8.2415239
8,/title/tt7225386/,,"Kreuzberg, Berlin, Germany",(Lisas und Konrads Wohnort),"Kreuzberg, Friedrichshain-Kreuzberg, Berlin, Deutschland",52.4976443,13.411914
9,/title/tt7225386/,,"Bermersbach, Forbach, Baden-Württemberg, Germany",(Radarfalle),"Bermersbach, Landkreis Rastatt, Baden-Württemberg, 76596, Deutschland",48.6931033,8.3426229
10,/title/tt1229370/,,"Kamloops, British Columbia, Canada",,"Kamloops, Thompson-Nicola Regional District, British Columbia, Canada",50.6758269,-120.3394159
11,/title/tt0082461/,,"Edinburgh, Scotland, UK",,"Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom",55.9533456,-3.1883749
12,/title/tt0082461/,,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",,,,
13,/title/tt3394758/,,Germany,,Deutschland,51.0834196,10.4234469
14,/title/tt3394758/,,"Newtownmountkennedy, Co. Wicklow, Ireland",,"Newtownmountkennedy, Newcastle Upper, County Wicklow, Leinster, A63 FX72, Ireland",53.0895152,-6.1110122
15,/title/tt1758570/,,"Eagle Mountain, California, USA",,"Eagle Mountain, Riverside County, California, United States of America",33.8575137,-115.4872075
16,/title/tt0472242/,,Thailand,,ประเทศไทย,14.8971921,100.83273
17,/title/tt1322333/,,Belgium,,België / Belgique / Belgien,50.6402809,4.6667145
18,/title/tt1322333/,,"Charleroi, Wallonia, Belgium",(car chase),"Charleroi, Hainaut, Wallonie, België - Belgique - Belgien",50.4120332,4.4436244
19,/title/tt1322333/,,"Hong Kong, China",,"香港島 Hong Kong Island, 香港 Hong Kong, China 中国",22.2793278,114.1628131
20,/title/tt1322333/,,Thailand,,ประเทศไทย,14.8971921,100.83273
21,/title/tt0067630/,,"Walton-on-Thames, Surrey, England, UK",,"Walton-on-Thames, Surrey, South East, England, United Kingdom",51.3856837,-0.419814
22,/title/tt0079152/,,"Laxenburg, Lower Austria, Austria",,"Laxenburg, Bezirk Mödling, Niederösterreich, 2361, Österreich",48.0686831,16.3561206
23,/title/tt0079152/,,"Burg Kreuzenstein, Leobendorf, Lower Austria, Austria",,"Burg Kreuzenstein, Kreuzensteiner Straße, Gemeinde Leobendorf, Bezirk Korneuburg, Niederösterreich, 2105, Österreich",48.3791444,16.308718048631363
24,/title/tt0079152/,,"Wien Film Studios, Sievering, Vienna, Austria",(studio) (as Wien Film Studios Austria),,,
25,/title/tt0106877/,,"Arizona, USA",,"Arizona, United States of America",34.395342,-111.7632755
26,/title/tt0106877/,,"Kendall County, Texas, USA",(Cascade Caverns caves),"Kendall County, Texas, United States of America",29.943885,-98.7258845
27,/title/tt0106877/,,"Las Vegas, Nevada, USA",,"Las Vegas, Clark County, Nevada, United States of America",36.1672559,-115.1485163
28,/title/tt0106877/,,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
29,/title/tt0106877/,,"Black Canyon, Nevada, USA",(Hoover Dam sequence),"Black Canyon, Kern County, California, United States of America",35.307,-118.299947
30,/title/tt0106877/,,"Colorado River, Arizona-Nevada Border, USA",(Hoover Dam),,,
31,/title/tt0106877/,,"Arizona-Nevada Border, USA",(Hoover Dam sequence),,,
32,/title/tt0106877/,,"Mississippi River, Louisiana, USA",(speedboat-helicopter chase),"Mississippi River, St. James Parish, Louisiana, 70071, United States of America",30.0212706,-90.7185052
33,/title/tt0106877/,,"New Orleans, Louisiana, USA",,"New Orleans, Orleans Parish, Louisiana, United States of America",29.9499323,-90.0701156
34,/title/tt0106877/,,"Nevada, USA",,"Nevada, United States of America",39.5158825,-116.8537227
35,/title/tt0106877/,,"Texas, USA",,"Texas, United States of America",31.8160381,-99.5120986
36,/title/tt0043379/,,"Warner Brothers First National Studios, Teddington Studios, Teddington, Middlesex, England, UK",(interiors),,,
